"","B01","B02","B03","B04","B08","B06","B07","B09","B10","D01","D02","D03","D04","D05","D06","D07","D08","D09"
"bin_m3.vmb99",0.588333333333333,0.4065625,0.0666666666666667,0.245555555555556,0.254545454545455,0.518461538461538,0.221538461538462,0,0,0,0.0223076923076923,0,0,0.0461111111111111,0,0.25,0,0
"bin_m4.cct152",0.813333333333333,0.4521875,0.116666666666667,0.499444444444444,0.424545454545455,0.738461538461539,0.625,0,0.0080952380952381,0,0.346923076923077,0.1875,0.1325,0.260555555555556,0.136363636363636,0.0145454545454545,0,0.181818181818182
"bin_m4.cct52",0.508333333333333,0.4725,0.233333333333333,0.223333333333333,0.309090909090909,0.310384615384615,0.333076923076923,0,0.0080952380952381,0.064,0.108461538461538,0.0955,0.1225,0.264166666666667,0.136363636363636,0.272727272727273,0.0271428571428571,0.0909090909090909
"bin_m4.cct96",0.981666666666667,0.96875,0.45,0.908333333333333,0.695454545454545,1,0.809615384615385,0.285714285714286,0.0214285714285714,0.506,0.551538461538462,0.879,0.01,0.655,0.601818181818182,0.727272727272727,0.159047619047619,0.454545454545455
"bin_m4.mtb156_sub",0.823333333333333,0.71875,0.15,0.625555555555556,0.604545454545454,0.568076923076923,0.405,0,0,0.28,0.543076923076923,0.1085,0.01,0.238055555555556,0,0.241818181818182,0.040952380952381,0.454545454545455
"bin_m4.mtb157",0.803333333333333,0.3303125,0.116666666666667,0.499444444444444,0.37,0.776923076923077,0.315,0,0.0080952380952381,0.064,0.442307692307692,0.325,0.01,0.189722222222222,0.181818181818182,0.0827272727272727,0.00666666666666667,0
"bin_m4.mtb172",0.823333333333333,0.46625,0.116666666666667,0.714444444444444,0.574545454545455,0.399615384615385,0.105384615384615,0,0,0.2,0.400769230769231,0.1665,0.01,0.282222222222222,0.015,0.431818181818182,0,0.181818181818182
"bin_m4.vmb145",0.823333333333333,0.4234375,0.0333333333333333,0.714444444444444,0.52,0.189615384615385,0.159230769230769,0,0,0,0.316153846153846,0.0415,0.01,0.166944444444444,0.015,0.613636363636364,0.00666666666666667,0
"bin_m4.vmb154",0.98,0.473125,0.0333333333333333,0.518888888888889,0.574545454545455,0.585,0.600769230769231,0,0.0080952380952381,0.064,0.458461538461538,0.3375,0.0575,0.208888888888889,0.136363636363636,0.446363636363636,0,0.0909090909090909
"bin_m4.vmb26_sub",0.886666666666667,0.2840625,0.0333333333333333,0.499444444444444,0.52,0.699615384615385,0.54,0,0.0080952380952381,0,0.301538461538462,0.104,0.01,0.3375,0.0909090909090909,0.0145454545454545,0,0
"bin_m4.vmb3",0.0416666666666667,0,0,0.424444444444444,0,0.0769230769230769,0.0184615384615385,0,0,0,0.0861538461538462,0,0,0,0,0.0145454545454545,0,0.0909090909090909
"bin_m4.vmb39",0.916666666666667,0.5425,0.0333333333333333,0.518888888888889,0.574545454545455,0.585,0.7,0,0.0080952380952381,0.064,0.423846153846154,0.354,0.01,0.177222222222222,0.196818181818182,0.0827272727272727,0,0.0909090909090909
"bin_m4.vmb51",0.471666666666667,0.09875,0.116666666666667,0.861111111111111,0.09,0.159230769230769,0.0692307692307692,0,0,0.144,0.133846153846154,0.0625,0.01,0.148888888888889,0.0909090909090909,0.25,0.00666666666666667,0.0909090909090909
"bin_m4.vmb68",0.823333333333333,0.725,0.0333333333333333,0.761666666666667,0.424545454545455,0.685384615384615,0.107307692307692,0,0.0080952380952381,0.08,0.330769230769231,0.363,0.05625,0.150277777777778,0.105909090909091,0.378181818181818,0.00666666666666667,0.272727272727273
"bin_m4.vmb71",0.781666666666667,0.760625,0.0333333333333333,0.761666666666667,0.52,0.694615384615385,0.557692307692308,0,0.0319047619047619,0.08,0.702307692307692,0.4255,0.01,0.154722222222222,0.135909090909091,0.423636363636364,0.0476190476190476,0.272727272727273
"bin_m4.vmb99",0.555,0.0640625,0.0833333333333333,0.714444444444444,0,0.159230769230769,0.0846153846153846,0,0,0.144,0.133846153846154,0.0625,0.01,0.139444444444444,0.181818181818182,0.25,0.00666666666666667,0.181818181818182
"bin_m6.cct108",0.833333333333333,0.644375,0.0666666666666667,0.692222222222222,0.854545454545455,0.743076923076923,0.326538461538462,0.0471428571428571,0.0214285714285714,0,0.24,0.179,0,0.296388888888889,0.015,0.196363636363636,0.00666666666666667,0.454545454545455
"bin_m6.cct122",0.656666666666667,0.6165625,0.116666666666667,0.531111111111111,0.52,0.602692307692308,0.0976923076923077,0,0.0080952380952381,0.08,0.560769230769231,0.387,0.05625,0.349166666666667,0.105909090909091,0.378181818181818,0.040952380952381,0.272727272727273
"bin_m6.cct57",0.711666666666667,0.6190625,0.116666666666667,0.518888888888889,0.37,0.71,0.251538461538462,0,0,0.2,0.598461538461538,0.3665,0.04625,0.264166666666667,0.015,0.295454545454545,0.0133333333333333,0.363636363636364
"bin_m6.cct59",0.825,0.5696875,0.233333333333333,0.246666666666667,0.454545454545455,0.273846153846154,0.437692307692308,0,0.0080952380952381,0,0.133846153846154,0.0955,0.1225,0.194444444444444,0.136363636363636,0.25,0.0271428571428571,0.181818181818182
"bin_m6.mtb114",0.823333333333333,0.3228125,0.0333333333333333,0.714444444444444,0.574545454545455,0.164615384615385,0.09,0,0,0.2,0.306153846153846,0.2915,0.05625,0.115555555555556,0.105909090909091,0.431818181818182,0,0.181818181818182
"bin_m6.mtb118",0.5,0.2503125,0.15,0.424444444444444,0.454545454545455,0.165,0.0742307692307692,0,0,0,0.0253846153846154,0.0125,0.01,0.0833333333333333,0,0.0145454545454545,0,0.0909090909090909
"bin_m6.mtb193",0.74,0.685,0.116666666666667,0.761666666666667,0.574545454545455,0.806153846153846,0.133846153846154,0,0.0080952380952381,0.17,0.544615384615385,0.3795,0.01,0.450833333333333,0.105909090909091,0.212727272727273,0.040952380952381,0.272727272727273
"bin_m6.mtb194",0.833333333333333,0.6959375,0.116666666666667,0.761666666666667,0.374545454545455,0.82,0.500384615384615,0,0.0319047619047619,0.2,0.497692307692308,0.3755,0.05625,0.250277777777778,0.151363636363636,0.613636363636364,0.0133333333333333,0.363636363636364
"bin_m6.mtb199",0.781666666666667,0.5909375,0.0666666666666667,0.471666666666667,0.4,0.727692307692308,0.222692307692308,0,0.0080952380952381,0,0.41,0.296,0.01,0.128333333333333,0.105909090909091,0.431818181818182,0.00666666666666667,0.272727272727273
"bin_m6.mtb48",0.823333333333333,0.3390625,0.116666666666667,0.714444444444444,0.574545454545455,0.229615384615385,0.105384615384615,0,0,0.2,0.439230769230769,0.1665,0.01,0.282222222222222,0.015,0.295454545454545,0,0.272727272727273
"bin_m6.mtb69",0.833333333333333,0.73875,0.0666666666666667,0.783888888888889,0.574545454545455,0.603076923076923,0.384615384615385,0,0.0080952380952381,0,0.511538461538461,0.5005,0.01,0.201388888888889,0.105909090909091,0.659090909090909,0.0338095238095238,0.272727272727273
"bin_m6.mtb70",0.833333333333333,0.7271875,0.116666666666667,0.761666666666667,0.574545454545455,0.641153846153846,0.269615384615385,0,0.0319047619047619,0.28,0.73,0.179,0.01,0.238055555555556,0.105909090909091,0.196363636363636,0.040952380952381,0.272727272727273
"bin_m6.mtb89",0.781666666666667,0.5965625,0.0333333333333333,0.518888888888889,0.374545454545455,0.608461538461538,0.146923076923077,0,0.0214285714285714,0.2,0.434615384615385,0.1795,0.01,0.194722222222222,0.0904545454545455,0.613636363636364,0.0271428571428571,0
"bin_m6.mtb96_sub",0.555,0.7115625,0.116666666666667,0.761666666666667,0.574545454545455,0.806153846153846,0.360769230769231,0,0.0080952380952381,0.28,0.54,0.529,0.05625,0.238055555555556,0.135909090909091,0.212727272727273,0.0138095238095238,0.454545454545455
"bin_m6.mxb24",0.731666666666667,0.355625,0.0333333333333333,0.714444444444444,0.574545454545455,0.273461538461538,0.0773076923076923,0,0,0,0.410769230769231,0.154,0.04625,0.0877777777777778,0.105909090909091,0.431818181818182,0,0.181818181818182
"bin_m6.vmb104",0.791666666666667,0.7028125,0.233333333333333,0.783888888888889,0.454545454545455,0.585384615384615,0.414615384615385,0,0.0214285714285714,0,0.154615384615385,0.379,0.01,0.319722222222222,0.015,0.477272727272727,0.0133333333333333,0.181818181818182
"bin_m6.vmb11",0.333333333333333,0.29,0.15,0.424444444444444,0.454545454545455,0.197307692307692,0.0976923076923077,0,0,0,0.0476923076923077,0.0125,0.01,0.112777777777778,0,0.0145454545454545,0,0
"bin_m6.vmb137",0.833333333333333,0.69625,0.15,0.667222222222222,0.454545454545455,0.707692307692308,0.335,0,0.0238095238095238,0.08,0.253846153846154,0.329,0.01,0.288888888888889,0.208636363636364,0.241818181818182,0.0204761904761905,0.272727272727273
"bin_m6.vmb53",0.745,0.6578125,0.0333333333333333,0.908333333333333,0.574545454545455,0.694615384615385,0.36,0,0.0080952380952381,0.37,0.490769230769231,0.5545,0.05625,0.315277777777778,0.105909090909091,0.378181818181818,0.00666666666666667,0.363636363636364
"bin_m6.vmb95_sub",0.731666666666667,0.7359375,0.116666666666667,0.67,0.52,0.685384615384615,0.369615384615385,0,0.0080952380952381,0.08,0.608461538461538,0.3505,0.01,0.196666666666667,0.135909090909091,0.378181818181818,0.0476190476190476,0.272727272727273
"bin_m7.cct137_sub",0.676666666666667,0.22875,0.0333333333333333,0.861111111111111,0.0909090909090909,0.338846153846154,0.106538461538462,0,0,0.08,0.378461538461538,0.387,0.1325,0.0344444444444444,0.0909090909090909,0.431818181818182,0.0538095238095238,0.363636363636364
"bin_m7.cct53",0.74,0.42,0.316666666666667,0.761666666666667,0.604545454545454,0.407692307692308,0.544230769230769,0,0.0080952380952381,0,0.348461538461538,0.117,0.04625,0.547777777777778,0.105909090909091,0.613636363636364,0,0.181818181818182
"bin_m7.cct54",0.805,0.979375,0.233333333333333,1,0.65,0.993076923076923,0.898846153846154,0,0.0214285714285714,0.506,0.404615384615385,0.505,0.01,0.763333333333333,0.447272727272727,0.727272727272727,0.0133333333333333,0.181818181818182
"bin_m7.cct59",0.458333333333333,0,0,0,0.0545454545454545,0.0823076923076923,0.103076923076923,0,0,0,0,0,0.01,0.00166666666666667,0,0,0,0
"bin_m7.cct6",0.755,0.6771875,0.15,0.861111111111111,0.360909090909091,0.795384615384615,0.440384615384615,0.0471428571428571,0.0080952380952381,0.12,0,0.025,0.01,0.316666666666667,0.325454545454545,0.196363636363636,0.0138095238095238,0
"bin_m7.mtb146",0.333333333333333,0.250625,0.15,0.714444444444444,0.150909090909091,0,0.0742307692307692,0,0,0,0.0253846153846154,0.0125,0.01,0.13,0,0.25,0,0.363636363636364
"bin_m7.mtb33",0.981666666666667,0.399375,0.0333333333333333,0.518888888888889,0.574545454545455,0.738461538461539,0.56,0,0.0080952380952381,0.064,0.447692307692308,0.354,0.01,0.315277777777778,0.0454545454545455,0.0827272727272727,0,0.0909090909090909
"bin_m7.mtb35",0.99,0.3378125,0.0333333333333333,0.714444444444444,0.424545454545455,0.333461538461538,0.478076923076923,0,0.0133333333333333,0,0.428461538461538,0.3745,0.05625,0.250555555555556,0.0909090909090909,0.431818181818182,0.0257142857142857,0.272727272727273
"bin_m7.mtb36",0.958333333333333,0.3153125,0.0333333333333333,0.499444444444444,0.424545454545455,0.756923076923077,0.618076923076923,0,0.0080952380952381,0,0.250769230769231,0.0875,0.03625,0.288888888888889,0.0909090909090909,0.0145454545454545,0,0.0909090909090909
"bin_m7.mtb7",0.333333333333333,0.0384375,0,0.471666666666667,0,0,0.0184615384615385,0,0,0,0.0861538461538462,0.0125,0.05625,0.0216666666666667,0,0.25,0,0.0909090909090909
"bin_m7.mtb73",1,0.7225,0.0333333333333333,0.518888888888889,0.604545454545454,0.681153846153846,0.633461538461538,0,0.0080952380952381,0.064,0.612307692307692,0.3415,0.01,0.316666666666667,0,0.219090909090909,0,0.0909090909090909
"bin_m7.vmb113_sub",0.791666666666667,0.7453125,0.116666666666667,0.761666666666667,0.574545454545455,0.767692307692308,0.194615384615385,0,0.0319047619047619,0.28,0.605384615384615,0.5005,0.01,0.238055555555556,0.135909090909091,0.241818181818182,0.040952380952381,0.363636363636364
"bin_m7.vmb18",0.823333333333333,0.4940625,0.15,0.930555555555556,0.909090909090909,0.594230769230769,0.603076923076923,0,0.0214285714285714,0.37,0.0815384615384615,0.272,0.01,0.377222222222222,0.276363636363636,0.613636363636364,0.00666666666666667,0.454545454545455
"bin_m7.vmb21",0.823333333333333,0.335,0.0333333333333333,0.714444444444444,0.574545454545455,0.164615384615385,0.140769230769231,0,0,0,0.286153846153846,0.1665,0.01,0.0877777777777778,0.105909090909091,0.431818181818182,0,0.181818181818182
"bin_m7.vmb22",0.856666666666667,0.275,0.0333333333333333,0.518888888888889,0.393636363636364,0.681153846153846,0.533076923076923,0,0.0080952380952381,0.064,0.389230769230769,0.104,0.01,0.250555555555556,0.227272727272727,0.0372727272727273,0,0.0909090909090909
"bin_m7.vmb28",0.99,0.7215625,0.0666666666666667,0.761666666666667,0.454545454545455,0.725384615384615,0.639615384615385,0,0.0080952380952381,0.064,0.0223076923076923,0.125,0.01,0.164166666666667,0.287727272727273,0.400909090909091,0.00666666666666667,0.181818181818182
"bin_m7.vmb5",0.755,0.3171875,0.116666666666667,0.646666666666667,0.52,0.582692307692308,0.532692307692308,0,0.0080952380952381,0.08,0.119230769230769,0.0625,0,0.413333333333333,0,0.0145454545454545,0.0138095238095238,0.0909090909090909
"bin_m7.vmb62_sub",0.99,0.3303125,0.0333333333333333,0.714444444444444,0.651818181818182,0.296538461538462,0.261153846153846,0,0.0133333333333333,0,0.247692307692308,0.358,0.01,0.216111111111111,0.221818181818182,0.636363636363636,0.0257142857142857,0.272727272727273
"bin_m7.vmb72",0.546666666666667,0.5521875,0.0333333333333333,0.0916666666666667,0.465454545454545,0.488076923076923,0.156153846153846,0,0.0080952380952381,0.104,0.511538461538461,0.0875,0.01,0.236388888888889,0.0909090909090909,0.363636363636364,0,0.181818181818182
"bin_m8.cct156",0.823333333333333,0.45375,0.0333333333333333,0.761666666666667,0.574545454545455,0.273461538461538,0.144615384615385,0,0,0,0.439230769230769,0.325,0.05625,0.194722222222222,0.105909090909091,0.477272727272727,0,0.272727272727273
"bin_m8.cct66",0.815,0.5453125,0.116666666666667,0.518888888888889,0.424545454545455,0.681153846153846,0.598076923076923,0,0.0080952380952381,0,0.214615384615385,0.0875,0.01,0.259166666666667,0.136363636363636,0.0145454545454545,0,0.0909090909090909
"bin_m8.cct7",0.7,0.565,0,0.518888888888889,0.313636363636364,0.608461538461538,0.0903846153846154,0,0,0.2,0.434615384615385,0.2295,0.01,0.194722222222222,0.0604545454545455,0.613636363636364,0.0271428571428571,0
"bin_m8.cct94",0.833333333333333,0.7290625,0.15,0.761666666666667,0.454545454545455,0.662307692307692,0.0873076923076923,0,0.0214285714285714,0,0.434615384615385,0.3045,0.05625,0.208611111111111,0.135909090909091,0.431818181818182,0.0271428571428571,0.454545454545455
"bin_m8.mtb115_sub",0.753333333333333,0.615,0.116666666666667,0.531111111111111,0.424545454545455,0.806153846153846,0.363076923076923,0,0.0080952380952381,0.2,0.445384615384615,0.371,0.01,0.140833333333333,0.135909090909091,0.378181818181818,0,0.363636363636364
"bin_m8.mtb129",0.375,0.1465625,0.0333333333333333,0.269444444444444,0.0909090909090909,0.171923076923077,0.116153846153846,0,0.0080952380952381,0,0,0.0125,0.01,0.00666666666666667,0.0909090909090909,0,0,0
"bin_m8.mtb134",0.823333333333333,0.6253125,0.0666666666666667,0.761666666666667,0.393636363636364,0.75,0.171153846153846,0,0,0.2,0.47,0.329,0.1325,0.125277777777778,0.120909090909091,0.659090909090909,0.0133333333333333,0.181818181818182
"bin_m8.mtb135",0.906666666666667,0.5353125,0.0333333333333333,0.518888888888889,0.574545454545455,0.738461538461539,0.588461538461538,0,0.0080952380952381,0.064,0.290769230769231,0.3165,0.03125,0.316666666666667,0.151363636363636,0.0372727272727273,0.00666666666666667,0.0909090909090909
"bin_m8.mtb157",1,0.494375,0.0333333333333333,0.518888888888889,0.574545454545455,0.738461538461539,0.575384615384615,0,0.0080952380952381,0.064,0.634615384615385,0.2125,0.01,0.372222222222222,0.0909090909090909,0.0372727272727273,0.0133333333333333,0.0909090909090909
"bin_m8.mtb202",0.823333333333333,0.725,0.0333333333333333,0.761666666666667,0.424545454545455,0.685384615384615,0.107307692307692,0,0.0080952380952381,0.08,0.298461538461538,0.238,0.05625,0.150277777777778,0.105909090909091,0.378181818181818,0.00666666666666667,0.181818181818182
"bin_m8.mtb207",0.648333333333333,0.7821875,0.15,0.761666666666667,0.909090909090909,0.551153846153846,0.426538461538462,0,0.0319047619047619,0.396,0.489230769230769,0.413,0.05625,0.2975,0.105909090909091,0.659090909090909,0.040952380952381,0.181818181818182
"bin_m8.mtb215",0.971666666666667,0.7253125,0.233333333333333,0.518888888888889,0.454545454545455,0.761538461538461,0.571923076923077,0,0.0080952380952381,0,0.0223076923076923,0.0625,0.01,0.291944444444444,0.09,0.25,0.00666666666666667,0.272727272727273
"bin_m8.mtb93",0.528333333333333,0.248125,0.0333333333333333,0.518888888888889,0.489090909090909,0.738461538461539,0.603846153846154,0,0.0080952380952381,0.064,0.593076923076923,0.2125,0.01,0.288888888888889,0.227272727272727,0.0372727272727273,0,0.181818181818182
"bin_m8.mtb96_sub",0.745,0.2546875,0.116666666666667,0.499444444444444,0.315454545454545,0.776923076923077,0.305,0,0.0080952380952381,0,0.306153846153846,0.375,0.01,0.246666666666667,0.227272727272727,0.0145454545454545,0.00666666666666667,0.181818181818182
"bin_m8.mtb97_sub",0.333333333333333,0.1259375,0.0333333333333333,0.269444444444444,0.0909090909090909,0.171923076923077,0.150769230769231,0,0,0,0,0,0.01,0.00666666666666667,0.0909090909090909,0,0,0
"bin_m8.vmb10",0.416666666666667,0.1625,0.0333333333333333,0.269444444444444,0.0909090909090909,0.164615384615385,0.150769230769231,0,0,0,0,0.0125,0.01,0.00666666666666667,0.0909090909090909,0,0,0
"bin_m8.vmb113",0.771666666666667,0.760625,0.116666666666667,0.761666666666667,0.574545454545455,0.693846153846154,0.315,0,0.0319047619047619,0.28,0.581538461538462,0.229,0.01,0.238055555555556,0.180909090909091,0.196363636363636,0.0476190476190476,0.363636363636364
"bin_m8.vmb119",0.72,0.706875,0.15,0.761666666666667,0.604545454545454,0.776923076923077,0.633846153846154,0,0.0214285714285714,0,0.119230769230769,0.1125,0.01,0.319722222222222,0.295454545454545,0.613636363636364,0.00666666666666667,0.181818181818182
"bin_m8.vmb30",0.646666666666667,0.30625,0.0333333333333333,0.714444444444444,0.06,0.229615384615385,0.114615384615385,0,0.0080952380952381,0,0.195384615384615,0.179,0.01,0.1525,0.105909090909091,0.613636363636364,0.00666666666666667,0.272727272727273
"bin_m8.vmb6",1,0.5971875,0.116666666666667,0.499444444444444,0.454545454545455,0.895384615384615,0.598846153846154,0,0.0080952380952381,0,0.365384615384615,0.1875,0.01,0.274444444444444,0.181818181818182,0.378181818181818,0,0.0909090909090909
"bin_m8.vmb65",0.771666666666667,0.715625,0.116666666666667,0.761666666666667,0.574545454545455,0.729230769230769,0.335769230769231,0,0.0080952380952381,0.08,0.568461538461538,0.392,0.05625,0.275277777777778,0.105909090909091,0.394545454545455,0.0476190476190476,0.272727272727273
"bin_m8.vmb68",0.25,0.224375,0.2,0.153888888888889,0.424545454545455,0.411923076923077,0.126923076923077,0,0,0,0,0,0.01,0.125,0.166363636363636,0,0,0.181818181818182
"bin_m9.cct137_sub",0.395,0.2875,0.0333333333333333,0.714444444444444,0.429090909090909,0.329615384615385,0.0773076923076923,0,0,0,0.247692307692308,0.029,0.01,0.115555555555556,0.015,0.431818181818182,0,0
"bin_m9.cct6",0.74,0.2803125,0.0333333333333333,0.714444444444444,0.574545454545455,0.164615384615385,0.0726923076923077,0,0,0,0.295384615384615,0.2875,0.05625,0.115555555555556,0.015,0.431818181818182,0,0.181818181818182
"bin_m9.mtb140",0.833333333333333,0.728125,0.116666666666667,0.717222222222222,0.574545454545455,0.723846153846154,0.512692307692308,0,0.0452380952380952,0.28,0.276923076923077,0.229,0.01,0.245833333333333,0.180909090909091,0.423636363636364,0.040952380952381,0.272727272727273
"bin_m9.mtb16",0.823333333333333,0.6278125,0.0333333333333333,0.761666666666667,0.574545454545455,0.699230769230769,0.129230769230769,0,0.0238095238095238,0.04,0.379230769230769,0.1375,0.05625,0.194722222222222,0.0909090909090909,0.431818181818182,0,0.181818181818182
